device_uuid,lat,lng,grid_cell_id,safety_rating,time_context,created_at,tags
2de4f356-8cd4-40d1-a61b-e3144d435a08,28.558134,77.393095,ttp43ng,4,19,2026-04-14 19:31:15,cctv_present
8cfd3743-e39c-4552-b10d-9a669fb4b433,28.538591,77.390107,ttp4353,3,23,2026-06-05 23:11:03,"suspicious_activity,mixed_vibes"
a3c0d350-09b9-4022-b10e-4da0f1558b23,28.436475,77.026282,ttncbb8,4,12,2026-04-09 12:34:48,some_lighting
a876a0e1-49c5-4241-b2a3-8cfaac96fac5,28.614864,77.248412,ttnfvc4,4,21,2026-05-22 21:15:35,ok_transport
2b0aaa3a-911c-4b61-a830-d086f4cfa7b9,28.533192,77.394619,ttp434m,4,13,2026-05-29 13:37:18,crowded
69606d98-e28c-43ba-b4ae-33d5ed66de77,28.535083,77.376976,ttp42f8,5,9,2026-04-09 09:44:48,"security_present,ok_transport"
cf81309e-1e9d-46e7-b33e-f42162c15b40,28.549214,77.400023,ttp43m0,4,20,2026-04-14 20:01:14,police_nearby
121623e5-cf7b-457f-813c-bc274cfa00d2,28.468992,77.015687,ttncbw9,4,15,2026-04-09 15:51:00,heavy_crowd
c26412a8-2d88-4f76-b476-fdcd29e86230,28.552334,77.374178,ttp42ty,5,12,2026-03-25 12:28:53,heavy_crowd
62ad8e29-9e06-490b-a478-0c6d237119da,28.62329,77.244047,ttnfvdx,3,22,2026-03-31 22:33:53,some_lighting
0381ae5f-64f8-42b4-8bc3-3cd8906b3a17,28.523614,77.384204,ttp42bt,3,22,2026-04-05 22:42:19,mixed_vibes
8ef3fa42-4044-4b5e-8a93-e6b6fb8d09fb,28.536696,77.384958,ttp42fy,3,23,2026-04-28 23:26:43,ok_transport
b7698809-5e6c-4962-b1bc-3a62075b5f12,28.440892,77.027423,ttncbc9,4,21,2026-04-05 21:08:33,crowded
f88aae6a-8b67-4849-bf6f-70bff26f364e,28.446752,77.032283,ttncbft,4,4,2026-03-31 04:03:43,mixed_vibes
7343c092-0eb3-4d35-bfdc-6a290f4ca131,28.599189,77.233799,ttnftqr,3,1,2026-04-29 01:47:35,cctv_present
97d1c95d-3576-4354-83f3-7df6823921a4,28.450101,77.022735,ttncben,4,5,2026-03-11 05:33:56,well_lit
69606d98-e28c-43ba-b4ae-33d5ed66de77,28.626916,77.189306,ttnfu7r,3,19,2026-04-27 19:33:06,"police_nearby,mixed_vibes"
cf4d66ec-cbd4-4dec-8f96-1ad1d22195cd,28.617539,77.229914,ttnfv3t,3,8,2026-05-25 08:14:55,cctv_present
6ba95521-1ef1-46dc-a644-7be3e313f40c,28.58818,77.211954,ttnfth2,4,12,2026-05-09 12:27:53,heavy_crowd
6feb91c4-a648-4612-91b3-e859524c6dae,28.538619,77.400382,ttp4373,4,18,2026-05-09 18:28:58,cctv_present
85689a3d-7d04-42a9-9ff0-c4701ec41d60,28.444657,77.010755,ttncb6j,5,18,2026-05-21 18:02:25,police_nearby
0f7228da-b7b4-490e-b53c-f162c1c2dc13,28.541763,77.394564,ttp435v,3,0,2026-04-27 00:32:31,some_lighting
2c541165-eef9-4d71-8f61-e2b3bd80de8d,28.538506,77.395157,ttp435m,4,11,2026-03-12 11:59:44,mixed_vibes
9bd7061f-7ce8-4d3c-9110-f13714cef41f,28.52734,77.393787,ttp431h,2,23,2026-03-28 23:49:55,"dimly_lit,some_lighting"
e695907e-7319-4f24-8c14-a7d4e30d6ec3,28.539017,77.382428,ttp42gk,3,3,2026-04-14 03:23:12,some_lighting
bfa9c21e-c0e8-49ef-b6e9-edc8d92ff9a0,28.643752,77.216581,ttnfvn7,3,16,2026-03-08 16:43:35,some_lighting
69606d98-e28c-43ba-b4ae-33d5ed66de77,28.445204,77.034479,ttncbfq,5,18,2026-06-02 18:18:01,some_lighting
1517f0d7-3aa1-4ff2-92b9-7b677e36a0d8,28.523804,77.400445,ttp4329,4,0,2026-04-28 00:59:07,cctv_present
3b9453f6-79ce-4040-91b6-b73e0db28188,28.632438,77.195869,ttnfusk,2,0,2026-03-30 00:20:36,suspicious_activity
fb76a4a0-4af3-42ee-a298-df28b8ba07e4,28.629314,77.215604,ttnfv5f,2,22,2026-03-14 22:05:31,sparse_crowd
b8afa67c-d33b-4067-9009-73731a56dd57,28.545365,77.413762,ttp43sd,3,5,2026-04-02 05:50:55,"moderate_crowd,security_present,no_cctv"
a261742a-2387-42df-885a-79604fc6d3b4,28.609974,77.19694,ttnfu8m,2,22,2026-05-05 22:35:35,moderate_crowd
7903c264-a687-49cb-891f-4487c1bcec3b,28.448826,77.01681,ttncbdc,5,8,2026-05-28 08:45:43,some_lighting
1517f0d7-3aa1-4ff2-92b9-7b677e36a0d8,28.458575,77.030694,ttncbus,4,18,2026-03-13 18:29:19,well_lit
a2c75a98-5b21-434d-bf0c-7fb9787a959e,28.46282,77.036526,ttnccj2,5,8,2026-04-28 08:51:39,police_nearby
95d51b21-39fc-4ec1-b51f-cc9095e08e51,28.535656,77.408442,ttp436z,4,18,2026-05-08 18:51:33,heavy_crowd
7ccf2971-618b-41ed-9c08-24a6e72e767a,28.532324,77.423642,ttp43f4,2,4,2026-03-31 04:53:46,"moderate_crowd,suspicious_activity"
133330dd-c32c-4387-8761-cb7b1660fe68,28.543008,77.380714,ttp42u4,4,20,2026-05-01 20:55:20,"mixed_vibes,busy_market"
83c224a9-5598-4726-9cdc-c976a22dfd1c,28.596766,77.21672,ttnftjg,3,11,2026-05-25 11:30:09,mixed_vibes
8ebcbde3-8242-4e51-8a93-131215567142,28.456818,77.035168,ttncbur,4,6,2026-03-27 06:17:30,"no_cctv,mixed_vibes,busy_market"
0ae8e16e-c423-4957-bfa1-422b2497992f,28.541179,77.390126,ttp435c,4,9,2026-05-26 09:58:12,good_transport
dd4f2e31-0ad7-48aa-bbc2-f61266098721,28.525338,77.372822,ttp428v,4,0,2026-03-14 00:19:23,"well_lit,some_lighting,busy_market"
df50e5d3-32d0-4995-a00c-a54fa0396848,28.530142,77.401277,ttp433c,4,10,2026-03-24 10:09:56,mixed_vibes
9c75da4e-3722-46e4-b5d4-e7196d7e7dee,28.462069,77.011651,ttncbmq,4,3,2026-05-01 03:30:57,some_lighting
ead384c2-ae12-4f0a-9122-0202d75c15f6,28.461578,77.031224,ttncbvk,5,8,2026-04-21 08:19:07,well_lit
b4a8939b-591e-48d1-a8ff-5c49a4e07ccb,28.524894,77.392845,ttp430g,3,0,2026-03-30 00:20:01,"cctv_present,mixed_vibes"
49f6b8c3-c454-40ed-a0ec-ff0c2d99e132,28.536199,77.377284,ttp42fb,5,9,2026-04-19 09:25:26,"ok_transport,busy_market"
27e220e3-05f8-4863-8477-cda7047e9f99,28.539793,77.397729,ttp435x,2,2,2026-05-26 02:45:46,"dark_street,ok_transport"
98f3895b-a722-40cb-88d2-e7afa9e3481a,28.631229,77.225861,ttnfvk4,3,20,2026-03-14 20:55:10,ok_transport
6e4d8e1d-f5f5-4cf0-9e6d-69443edea14a,28.442968,77.015346,ttncb9b,4,3,2026-04-15 03:52:45,busy_market
fdf7e026-1f35-4c12-98a8-4a559da01cc7,28.54168,77.397165,ttp435y,4,15,2026-04-04 15:33:02,moderate_crowd
9e407844-1ebd-4261-8298-29ccce614943,28.622141,77.270644,ttnfy6d,4,10,2026-05-08 10:34:08,mixed_vibes
a5796c12-206c-4c7b-8a18-2fd4414afe25,28.466351,77.040227,ttnccn4,5,14,2026-05-12 14:01:19,heavy_crowd
d215af37-3c4c-4aef-a92f-3b874a78f880,28.470948,77.034417,ttncbyy,4,18,2026-03-12 18:43:14,mixed_vibes
dc0eb92c-1b62-4d47-8aa9-12f940f02101,28.455717,77.035708,ttncbup,3,3,2026-05-16 03:49:36,"no_cctv,poor_lighting"
ff3109b2-cf79-4e34-bf84-e7d4c96602ed,28.450226,77.023758,ttncben,3,23,2026-03-16 23:31:55,sparse_crowd
60ca9fe3-35e2-459c-8ea0-95cc5b5c6dae,28.606134,77.21031,ttnfszw,4,20,2026-05-10 20:08:55,"very_safe,ok_transport,busy_market"
37b290d4-2136-4e28-bb18-feca4f53cbc5,28.563276,77.368593,ttp42xf,3,23,2026-04-06 23:58:10,some_lighting
8eab3ac1-330f-4d98-a5a6-40877f7e2f78,28.543735,77.371647,ttp42sh,4,15,2026-05-13 15:58:05,moderate_crowd
5c894a13-31e2-46c4-91ee-89f96db213fa,28.606349,77.226423,ttnftrd,3,5,2026-03-16 05:50:03,mixed_vibes
eea6a7f0-d6d5-48e8-b4ab-b8d54edf07f8,28.614928,77.191756,ttnfu91,3,18,2026-03-30 18:26:18,"dimly_lit,ok_transport,crowded"
83c224a9-5598-4726-9cdc-c976a22dfd1c,28.602455,77.219874,ttnftnv,3,19,2026-05-25 19:40:34,moderate_crowd
7be62ce9-c9f7-4f9a-90c8-5c7a2dc0fba8,28.602214,77.212463,ttnftnb,3,5,2026-03-09 05:22:07,"ok_transport,no_cctv"
68f6f757-3d46-497b-b9ef-83a66b2847bb,28.460047,77.018781,ttncbsg,4,17,2026-05-25 17:25:04,moderate_crowd
1cbf3341-6bef-484e-bef7-bf869a0b5c3f,28.561227,77.398607,ttp43pr,2,0,2026-05-17 00:36:05,sparse_crowd
ff3109b2-cf79-4e34-bf84-e7d4c96602ed,28.581498,77.211983,ttnft50,3,17,2026-06-02 17:07:28,mixed_vibes
73746805-a0b1-48b7-a97e-58df4a7c278a,28.603311,77.222639,ttnftpp,3,6,2026-04-08 06:37:01,cctv_present
031db410-9b40-4d83-ac52-b13523441cf2,28.52599,77.389623,ttp430c,4,19,2026-03-30 19:08:13,"mixed_vibes,crowded"
07c60833-43fb-421c-a627-4a8a3ea40b74,28.62198,77.222852,ttnfv4r,3,11,2026-04-02 11:34:22,some_lighting
ead384c2-ae12-4f0a-9122-0202d75c15f6,28.445096,77.022586,ttncbdq,4,3,2026-05-27 03:16:22,"cctv_present,mixed_vibes"
9e2f1bd6-5f40-4bfc-8e6b-4e69f560fc45,28.529801,77.38316,ttp42cs,3,2,2026-03-23 02:51:23,good_transport
bdcabdaf-e2d9-4bae-9641-a4706f104cfc,28.480685,77.03146,ttnf0bu,5,18,2026-04-22 18:11:05,well_lit
d5c5db15-f3a0-45d4-a56c-cd737badcd6f,28.593726,77.223686,ttnftm2,4,11,2026-03-22 11:48:34,"dimly_lit,ok_transport,busy_market"
4fc5a3d8-a745-45c6-896f-5ed8d91acbae,28.647854,77.225519,ttnfvr1,4,16,2026-04-02 16:44:22,"cctv_present,some_lighting"
ff97d448-aed9-42a8-97a8-bd0f95ce8312,28.517268,77.385189,ttp40zq,4,13,2026-03-09 13:46:21,well_lit
206f716e-bea4-49bf-b4ca-216f950adf9f,28.474703,77.018108,ttncbxd,3,3,2026-03-18 03:55:36,some_lighting
a237b5a1-81fb-42d0-9828-6f56cd5086db,28.621001,77.221394,ttnfv4q,3,1,2026-05-19 01:12:51,ok_transport
f2ff322f-ea84-4d45-bab0-f414816253ec,28.448377,77.025886,ttncbfb,5,15,2026-04-05 15:45:54,very_safe
bde3e9da-39ed-490d-93c7-545b0a5802f2,28.496605,77.378707,ttp40g9,4,16,2026-05-05 16:07:25,crowded
e34275c6-888a-40a3-be45-2cc25b14542d,28.532469,77.376027,ttp42dp,3,7,2026-05-05 07:15:14,moderate_crowd
eecdb396-bcac-4dde-9ff7-86da8074bc13,28.479089,77.009438,ttnf02k,5,11,2026-04-02 11:00:47,"cctv_present,security_present"
fe9be31c-8204-4241-b5f3-8e45305c367d,28.454219,77.028169,ttncbgf,3,1,2026-04-23 01:44:33,"ok_transport,busy_market"
e903a0f8-4406-4e10-a722-09208883ac0b,28.552795,77.37377,ttp42tv,2,2,2026-04-05 02:50:40,suspicious_activity
b1035816-0b12-4650-a77d-b8f455c56d76,28.632511,77.209164,ttnfuum,4,14,2026-03-29 14:37:16,cctv_present
e1270ad5-6c02-442f-8f2c-492fa2cb5b31,28.598196,77.216394,ttnftn5,4,12,2026-03-09 12:45:45,well_lit
02aa2866-5026-4566-b2ab-76c2e8170da7,28.617085,77.199397,ttnfu9w,2,4,2026-03-10 04:04:55,dimly_lit
867f1ea7-8c54-4974-b52d-a91482880e3d,28.536338,77.386376,ttp42fz,4,15,2026-04-22 15:40:11,crowded
70a7a7ca-f4b4-4c58-a853-b5787281b870,28.536862,77.398946,ttp436b,5,15,2026-05-31 15:34:45,well_lit
f3ec58dd-db85-4a23-8137-43804309176c,28.478532,77.011746,ttnf02q,4,19,2026-04-28 19:15:55,"moderate_crowd,busy_market"
52f211db-b9dc-4ae8-904c-266a59853e73,28.485096,77.003175,ttnf038,3,4,2026-04-20 04:48:41,mixed_vibes
a237b5a1-81fb-42d0-9828-6f56cd5086db,28.611471,77.218413,ttnfv0s,2,4,2026-05-27 04:03:58,assault_reported
0a420ea6-50e9-4777-a25f-5741afa615d1,28.618396,77.199037,ttnfu9y,4,21,2026-03-22 21:59:16,police_nearby
36abcca5-72df-4490-85c9-0847f518b1f2,28.457003,77.020684,ttncbsk,4,20,2026-05-17 20:19:55,"very_safe,moderate_crowd,busy_market"
bfa9c21e-c0e8-49ef-b6e9-edc8d92ff9a0,28.452428,77.036795,ttncc58,4,1,2026-03-31 01:46:10,mixed_vibes
235ebefc-e8cc-451f-9e38-e59b3a500b14,28.539784,77.382685,ttp42gs,3,1,2026-03-28 01:24:05,"cctv_present,suspicious_activity"
b5e9391a-ffe9-4001-9ad6-c95e50cb212a,28.470295,77.030288,ttncbyg,4,8,2026-03-09 08:54:20,mixed_vibes
3e9ad0e6-08d6-459c-96cf-7e89e3b69900,28.545254,77.398556,ttp43hx,4,16,2026-04-10 16:02:23,well_lit
4fc5a3d8-a745-45c6-896f-5ed8d91acbae,28.525552,77.384278,ttp42bv,3,2,2026-05-18 02:09:47,police_nearby
f310f2aa-8f0c-4f72-930a-8c59ff8a1fc7,28.625857,77.218766,ttnfv5h,1,1,2026-03-15 01:06:03,"harassment_reported,suspicious_activity"
688037c7-d983-4a6d-8cdd-94e8c16eee27,28.535249,77.392408,ttp434e,4,17,2026-04-04 17:52:57,"well_lit,some_lighting"
4219027f-f1b4-4baf-8a83-03be9a5f5849,28.550832,77.383901,ttp42vt,3,22,2026-04-01 22:13:37,"dimly_lit,some_lighting,busy_market"
2c977de8-2db1-4577-b0cd-c91f7a47fb9a,28.466065,77.024174,ttncbwp,5,21,2026-05-29 21:25:47,"mixed_vibes,busy_market"
24a3f0fb-8c92-43dc-813e-d4faad4d6cb2,28.456888,77.039785,ttncch6,5,10,2026-04-08 10:31:13,good_transport
dbf8f0fd-c3d1-48db-87fa-6cae17174873,28.469405,77.036362,ttnccn8,5,19,2026-05-25 19:35:34,"very_safe,well_lit"
edaa59bc-168a-44b5-83b3-1a3c8cc36f12,28.551166,77.391252,ttp43jd,3,1,2026-04-10 01:06:55,cctv_present
7931e14e-3924-4686-a065-6155cbc58f7e,28.467683,77.022877,ttncbwq,4,12,2026-03-22 12:18:17,"well_lit,some_lighting"
f578af63-d541-4a3d-972f-a0fddc622106,28.619087,77.206918,ttnfucu,3,6,2026-05-26 06:30:20,"harassment_reported,moderate_crowd,well_lit"
10e97542-3219-4082-8f32-516640634ddc,28.536664,77.398142,ttp434z,4,15,2026-04-02 15:28:28,well_lit
5467f0f8-d843-44b1-b395-c32573116b28,28.525681,77.416109,ttp438u,3,20,2026-04-02 20:51:14,"security_present,sparse_crowd"
19bf2809-b045-491e-a3b9-5744763f5623,28.523428,77.37643,ttp428x,3,2,2026-03-28 02:08:25,"good_transport,no_cctv"
fd2bd678-ee8d-40e4-a87b-e6f2b63136d5,28.549397,77.4005,ttp43m3,4,5,2026-05-19 05:27:21,well_lit
5d8b8aa0-22da-4f46-9897-c0cf142efcd8,28.466989,77.03414,ttncbyq,3,4,2026-05-02 04:52:37,no_cctv
6103a3d9-8d72-4b3e-a098-0a820927ac4c,28.459353,77.015833,ttncbsc,3,1,2026-04-15 01:42:23,"cctv_present,moderate_crowd,suspicious_activity"
3fa5268f-2d10-49e5-9922-818d2add9079,28.615113,77.198165,ttnfu9j,3,16,2026-04-03 16:34:33,moderate_crowd
62ad8e29-9e06-490b-a478-0c6d237119da,28.471201,77.024835,ttncbxp,4,6,2026-03-10 06:19:50,some_lighting
f73023fa-cb32-456c-8c1d-6ba64eb21c06,28.449594,77.022743,ttncben,4,20,2026-05-07 20:31:41,crowded
b1dc053e-84da-4807-9ef0-102675acd9f1,28.540455,77.384235,ttp42gt,5,10,2026-04-09 10:33:16,busy_market
fc8b03a1-35b9-4d7a-af75-ef553b931b49,28.525633,77.393924,ttp430u,5,8,2026-03-28 08:46:33,"good_transport,ok_transport"
c6c83e63-6d5a-4310-bb0a-2bb4782b16d2,28.46244,77.020517,ttncbtk,5,16,2026-05-28 16:23:08,"well_lit,busy_market"
ef3f7ae1-c6cf-42d5-ae44-767570cf3636,28.606363,77.212713,ttnftp8,4,8,2026-03-13 08:11:59,very_safe
fbea78b2-fdaf-4f09-9b10-56e47c6d6364,28.442123,77.00971,ttncb3s,4,17,2026-03-22 17:01:20,police_nearby
c030df43-145b-4835-9449-76edb1afe1b6,28.450879,77.024039,ttncber,4,6,2026-04-09 06:26:47,moderate_crowd
83698b28-b0a9-421d-be4f-a01e52876981,28.463231,77.044304,ttnccjt,5,18,2026-06-03 18:43:45,some_lighting
a2db994a-b400-49e2-bad2-26eb94af7b5e,28.627623,77.206441,ttnfugk,4,21,2026-04-03 21:18:35,"moderate_crowd,police_nearby"
bde3e9da-39ed-490d-93c7-545b0a5802f2,28.535272,77.37897,ttp42f9,4,14,2026-05-03 14:39:24,"moderate_crowd,crowded"
ead384c2-ae12-4f0a-9122-0202d75c15f6,28.459278,77.023136,ttncbsy,4,7,2026-05-29 07:34:11,ok_transport
23bef85c-ef82-46c7-bef1-ee5aeea22c68,28.463373,77.016673,ttncbt9,3,2,2026-04-19 02:00:18,"cctv_present,moderate_crowd,no_people"
06a6dc87-1d7d-4497-a2eb-3caffd054ea0,28.465732,77.044993,ttnccnn,4,7,2026-04-25 07:26:09,"heavy_crowd,police_nearby"
94988dbf-0b9d-41c3-9b0c-7c88bb65d566,28.458195,77.031421,ttncbus,3,23,2026-03-25 23:00:24,mixed_vibes
8ebcbde3-8242-4e51-8a93-131215567142,28.467782,77.021785,ttncbwm,5,13,2026-06-03 13:39:44,security_present
94f16669-be74-4e9d-996f-83581463f09f,28.538189,77.391151,ttp4354,5,15,2026-03-23 15:00:08,"cctv_present,good_transport"
b97cf6b4-fd05-4b00-a7f3-f36edc324fcb,28.460672,77.017324,ttncbt4,3,3,2026-03-14 03:01:55,ok_transport
b108858f-ec57-4d05-9c86-23dd1c47874b,28.535794,77.396976,ttp434y,4,6,2026-04-05 06:22:03,mixed_vibes
27e220e3-05f8-4863-8477-cda7047e9f99,28.637118,77.224348,ttnfvm1,5,11,2026-03-20 11:51:06,security_present
c0827439-6d45-4fa3-9ef3-c74436658aad,28.485338,77.017392,ttnf09d,5,18,2026-05-31 18:56:35,well_lit
4337dd15-0c6f-4680-a0d5-8e5ef71c052b,28.545968,77.3932,ttp43hs,4,12,2026-04-10 12:11:26,crowded
354f6bbe-921d-4238-b5b9-d22803d9834b,28.648937,77.196067,ttnfuxk,3,5,2026-06-02 05:25:46,moderate_crowd
586ade45-9e1c-4ef9-a1bf-1781e05e4a05,28.600464,77.19941,ttnfsww,2,2,2026-05-22 02:33:45,"mixed_vibes,suspicious_activity"
6d64deee-793b-4c48-b8a0-f82bd964f6bc,28.434013,77.020291,ttncb8k,5,17,2026-03-11 17:04:02,cctv_present
c98217e4-4cea-4da0-bbb3-b5092d9d0c32,28.601754,77.211406,ttnfsyz,4,12,2026-03-21 12:52:29,moderate_crowd
a1297509-5e16-450f-a8b7-08e887299a98,28.463601,77.049114,ttnccm9,5,19,2026-05-06 19:26:06,"cctv_present,moderate_crowd"
845642ac-2d7b-4a5f-83cf-bdc47a51c346,28.470905,77.019677,ttncbwu,4,17,2026-03-17 17:33:32,police_nearby
26bdd278-79ce-47d0-b27c-cecef69c2e6b,28.448719,77.032503,ttncbfv,5,15,2026-04-22 15:38:41,security_present
b8afa67c-d33b-4067-9009-73731a56dd57,28.592776,77.238303,ttnftt5,4,18,2026-05-07 18:11:46,"some_lighting,crowded"
