device_uuid,zone_label,lat,lng,grid_cell_id,safety_rating,time_context,is_night,created_at,tags
61352d12-45fc-421b-84cb-1c76ae979841,Chandni Chowk,28.65802,77.241457,ttngj9j,3,11,0,2026-05-15 11:18:09,"sparse_crowd,dimly_lit,suspicious_activity"
1dcc207e-ee99-419b-b664-8f3b9a67de5d,Rohini,28.681595,77.105085,ttng4t6,4,18,0,2026-04-21 18:58:55,security_present
39f0df76-9cbc-4a0a-9aef-de3d72fea7f7,Rohini,28.707738,77.113446,ttng6f0,1,2,1,2026-03-18 02:03:18,"poor_lighting,felt_followed,isolated"
5b0ebe71-4ecd-447d-9953-4f88b0c62228,Vasant Kunj,28.530157,77.141855,ttnf73u,5,14,0,2026-03-28 14:37:54,"well_lit,very_safe"
5a99e8da-2524-4c24-bf3a-ce8797b9ee98,Vasant Kunj,28.551263,77.161264,ttnf7ve,4,9,0,2026-05-15 09:06:44,"very_safe,security_present"
ab2dc248-d89f-44f7-8a2a-c757f323d6ea,Rohini,28.707607,77.10735,ttng6d5,3,10,0,2026-04-23 10:44:57,"mixed_vibes,ok_transport,moderate_crowd"
0b58dcf3-99f4-454d-aa96-91d36bdccc2f,Vasant Kunj,28.53684,77.160487,ttnf7ff,4,14,0,2026-05-29 14:55:59,"police_nearby,busy_market,crowded"
ddb777d4-6d98-498d-b08f-340ade193933,Connaught Place,28.634431,77.209556,ttnfuuw,3,20,0,2026-05-10 20:18:30,"mixed_vibes,some_lighting"
b511225b-c61d-41b0-b0d2-1157083dc1d2,Saket,28.543158,77.211338,ttnfkup,4,15,0,2026-05-05 15:56:47,crowded
c79c5129-8783-4b79-91b7-8aca4b24f3e5,Connaught Place,28.619587,77.223266,ttnfv60,2,2,1,2026-04-19 02:23:27,"no_cctv,dimly_lit,suspicious_activity"
ffbab714-8bc1-45e4-a0a2-744d6a8b9c0f,Chandni Chowk,28.648403,77.237297,ttnfvx6,3,15,0,2026-05-10 15:57:53,"moderate_crowd,ok_transport"
e0c64470-42e2-43f9-87e3-2ee217caea68,Rohini,28.72032,77.09101,ttng6hr,4,8,0,2026-03-13 08:37:25,mixed_vibes
46e34097-8225-4899-b223-a8fdf51af20b,Dwarka,28.605587,77.051779,ttnf9r7,4,15,0,2026-05-06 15:55:56,very_safe
19c8a21c-7b27-42d8-ac17-6f6dee5849d2,Dwarka,28.603609,77.072555,ttnf9z4,4,9,0,2026-04-15 09:29:29,crowded
7cbad166-45c8-4ad6-993d-69fbb0043c26,Saket,28.522046,77.199063,ttnfk8q,4,20,0,2026-04-29 20:55:16,"security_present,heavy_crowd"
43187dac-2630-4528-8ef3-9586c7a8d843,Saket,28.515605,77.198442,ttnfhxn,4,17,0,2026-04-28 17:35:05,some_lighting
30cff129-a618-4f60-b944-69cb777d47fd,Karol Bagh,28.651129,77.194312,ttnfuxg,1,4,1,2026-05-23 04:36:50,"isolated,poor_lighting"
d412537e-5b02-4484-a77b-e3eda2d14ac4,Connaught Place,28.634267,77.224972,ttnfvk9,4,9,0,2026-05-11 09:33:02,"some_lighting,ok_transport,moderate_crowd"
11cfdeb1-d1ad-4c1e-a820-e056f999c884,Connaught Place,28.63163,77.231235,ttnfvkn,2,2,1,2026-05-17 02:16:07,sparse_crowd
0b9d1db5-11c7-425b-b518-6bbc3fa96ed5,Chandni Chowk,28.654083,77.252761,ttngjbm,4,18,0,2026-04-13 18:33:43,security_present
9211ce30-28e6-457f-a6b1-dd7555b3d06f,Rohini,28.712859,77.0905,ttng65p,1,2,1,2026-05-01 02:26:19,sparse_crowd
070dbed5-ab0e-49c6-9da4-e4fd58a29c38,Dwarka,28.577108,77.052755,ttnf96k,3,7,0,2026-05-08 07:38:33,"suspicious_activity,no_cctv,sparse_crowd"
a9417565-4ebd-4cbe-8dd2-36383114822e,Karol Bagh,28.649665,77.19804,ttnfuxt,2,23,1,2026-04-24 23:34:31,"no_cctv,suspicious_activity,dimly_lit"
003c91b0-09b6-4002-8fce-2e832949a1df,Connaught Place,28.636232,77.215972,ttnfvj4,2,0,1,2026-05-06 00:15:41,"no_cctv,suspicious_activity"
b4eed61c-697b-416d-8baa-3cb002958bd2,Rohini,28.692245,77.081292,ttng4p2,3,6,0,2026-03-13 06:14:21,cctv_present
6b677a36-d1a7-4c5e-9064-395555204b43,Rohini,28.697849,77.11449,ttng6b3,1,0,1,2026-03-11 00:15:29,"poor_lighting,isolated,no_people"
dbdec673-3550-4e55-b941-c53b4f102b38,Lajpat Nagar,28.569841,77.231243,ttnft2y,4,18,0,2026-05-04 18:24:49,mixed_vibes
4c4f3486-7795-4c3a-afd1-f6c73cf4275a,Connaught Place,28.633232,77.220553,ttnfvhw,4,9,0,2026-05-11 09:42:51,"some_lighting,mixed_vibes,moderate_crowd"
2ece4eb3-9f31-4e15-9484-2f316439cbd6,Saket,28.515661,77.208137,ttnfhzj,5,14,0,2026-04-17 14:59:39,"well_lit,crowded"
28513131-ae3e-4897-ab17-48fc2fb76046,Vasant Kunj,28.545699,77.143984,ttnf7kw,3,1,1,2026-05-11 01:26:10,"crowded,police_nearby"
7652bb11-3680-4f3b-8bac-98985ae575fb,Lajpat Nagar,28.571278,77.249308,ttnftc5,2,4,1,2026-05-20 04:08:19,suspicious_activity
b08cff19-cff3-468e-aa5f-8e78cdef5b26,Chandni Chowk,28.664864,77.23943,ttngjdk,2,23,1,2026-04-29 23:34:53,"felt_followed,isolated"
fa6d3157-9ac8-4661-9c67-3f9ac1ae8e13,Lajpat Nagar,28.553923,77.234322,ttnfmw0,3,20,0,2026-04-18 20:31:23,"cctv_present,crowded"
38889747-6f5e-4da9-9810-f238a2bd6345,Lajpat Nagar,28.57285,77.248838,ttnftcd,3,20,0,2026-05-02 20:38:24,"ok_transport,mixed_vibes,some_lighting"
08145112-304f-4f29-9393-73daa8e717ba,Vasant Kunj,28.551181,77.203933,ttnfkvd,2,0,1,2026-03-27 00:17:13,poor_lighting
1e432a19-9e08-4672-9380-c6f3054d007f,Saket,28.530209,77.217956,ttnfm1u,3,1,1,2026-03-20 01:18:16,crowded
b49fe215-3292-4369-ba77-31f5c6ef9d11,Vasant Kunj,28.556448,77.165517,ttnf7yw,2,0,1,2026-03-11 00:45:02,"no_cctv,suspicious_activity"
9341af40-7e7b-4e45-a35a-a3f94c7db2c6,Chandni Chowk,28.653678,77.237072,ttngj84,3,14,0,2026-03-21 14:47:59,"ok_transport,mixed_vibes,moderate_crowd"
83a889f4-c4ef-411f-9501-f8b226ed07d9,Connaught Place,28.623772,77.214332,ttnfv4c,5,12,0,2026-04-10 12:32:58,"well_lit,busy_market"
9f4d4899-4bb2-4e68-817f-13d0bff82ed4,Lajpat Nagar,28.562846,77.244519,ttnfmxx,4,9,0,2026-05-10 09:00:37,"mixed_vibes,some_lighting"
d3a5375b-f53a-4b36-a465-39e1908d644e,Lajpat Nagar,28.590847,77.225027,ttnftkc,4,12,0,2026-04-19 12:32:16,well_lit
8471fe99-5869-4b4b-84b2-38afa7c99903,Vasant Kunj,28.553235,77.138347,ttnf7mf,5,13,0,2026-04-11 13:16:58,security_present
19d424e7-fc56-4424-bd4c-c3da284c8bae,Lajpat Nagar,28.562981,77.25459,ttnfmzx,4,8,0,2026-05-14 08:21:05,"busy_market,crowded,well_lit"
c4fb5018-6e87-4c4e-a27d-3217b0a4ec70,Vasant Kunj,28.545771,77.144767,ttnf7kx,5,10,0,2026-03-09 10:31:46,"heavy_crowd,well_lit"
323e8c30-441a-464c-8f1d-4033371eacc5,Chandni Chowk,28.650478,77.236437,ttnfvx9,3,17,0,2026-05-27 17:29:10,"mixed_vibes,moderate_crowd,some_lighting"
dad833ab-7771-44d0-bd8d-ec6d16bf8f80,Connaught Place,28.624196,77.218865,ttnfv4v,5,11,0,2026-03-20 11:18:42,"well_lit,heavy_crowd"
181e914a-0898-4e07-adfc-d0f901460ee5,Saket,28.524956,77.200084,ttnfk8z,5,10,0,2026-04-11 10:43:56,"very_safe,good_transport,well_lit"
77ecdd28-ec75-49ea-b49c-c4c8d6493b8b,Dwarka,28.622115,77.054875,ttnfc6m,2,3,1,2026-04-15 03:58:40,"no_cctv,sparse_crowd"
d3abec1a-d9c1-42b1-adcf-e986c2c4eab0,Connaught Place,28.611249,77.218565,ttnfv0s,4,18,0,2026-04-18 18:44:11,cctv_present
76a0f3b4-e3b8-4b0b-be4f-7a60ef65dcde,Chandni Chowk,28.650906,77.237819,ttnfvxd,2,23,1,2026-04-23 23:03:57,no_cctv
836aa1ff-d929-4c12-b23c-63ebcafa88bf,Connaught Place,28.623575,77.215553,ttnfv4f,4,10,0,2026-03-30 10:53:24,"heavy_crowd,very_safe,well_lit"
15a530bb-0c9a-451c-a89d-09109ca61ec2,Lajpat Nagar,28.57275,77.252358,ttnftct,2,4,1,2026-05-26 04:54:20,"no_cctv,suspicious_activity,dimly_lit"
2bff10ea-efe8-429a-8cad-c0f701a1f30c,Karol Bagh,28.639897,77.187555,ttnfumw,3,21,0,2026-04-24 21:28:02,"some_lighting,mixed_vibes,moderate_crowd"
06286da0-1794-4048-9838-9dab929663a3,Chandni Chowk,28.6524,77.225773,ttngj24,3,11,0,2026-03-16 11:34:47,moderate_crowd
507b5048-e270-4b23-b04a-3f5084b8dc69,Vasant Kunj,28.566185,77.16256,ttnfebk,4,21,0,2026-05-26 21:02:13,"heavy_crowd,security_present"
18653acb-2ae8-41c6-a7c6-7338ce2509ca,Karol Bagh,28.639291,77.200079,ttnfutx,3,10,0,2026-05-23 10:05:16,"police_nearby,cctv_present,well_lit"
a9e4a4a4-6856-4e6b-9454-34db78227a75,Rohini,28.73381,77.116955,ttng6yf,4,10,0,2026-04-27 10:08:59,"mixed_vibes,ok_transport,some_lighting"
b4f59cf6-bf30-4f4e-a49d-3c9152293a29,Dwarka,28.570829,77.039221,ttnf914,3,5,0,2026-05-20 05:52:14,crowded
507b5048-e270-4b23-b04a-3f5084b8dc69,Saket,28.537169,77.199523,ttnfken,2,22,1,2026-03-10 22:17:44,"dimly_lit,sparse_crowd,suspicious_activity"
624b4c3f-2b9c-4534-a120-0f6201e4d742,Lajpat Nagar,28.572138,77.251446,ttnftck,2,1,1,2026-03-20 01:18:54,"no_people,poor_lighting"
ff971c22-b9b2-4383-821a-8b0c88256c60,Lajpat Nagar,28.558431,77.243105,ttnfmwy,4,14,0,2026-05-21 14:56:36,"some_lighting,mixed_vibes"
aac923aa-ba01-4e08-a855-0a855bd75104,Connaught Place,28.599087,77.206456,ttnfsyk,4,10,0,2026-05-13 10:39:48,"moderate_crowd,some_lighting,mixed_vibes"
a9e4a4a4-6856-4e6b-9454-34db78227a75,Rohini,28.700564,77.085031,ttng60g,3,21,0,2026-04-13 21:32:19,"suspicious_activity,dimly_lit,sparse_crowd"
71a3a4fb-d213-43e6-83aa-087935090ed3,Vasant Kunj,28.564589,77.140538,ttnfe2h,2,1,1,2026-03-22 01:41:32,moderate_crowd
6f2611c0-35d7-41cb-9d1f-5bdda6f78728,Saket,28.5201,77.207907,ttnfhzv,4,9,0,2026-05-31 09:59:01,"busy_market,cctv_present"
a9f1d08b-b09d-4367-a3fb-9060172d7e1e,Saket,28.538913,77.192241,ttnfke3,4,14,0,2026-04-28 14:37:36,"police_nearby,crowded"
86ce439c-1177-4687-8d8e-3ba962d36262,Rohini,28.720384,77.102643,ttng6s2,3,12,0,2026-04-26 12:17:58,"cctv_present,busy_market"
aab660e9-03f2-4bbf-821f-27f05fe1da01,Lajpat Nagar,28.557885,77.248321,ttnfmyf,3,6,0,2026-03-15 06:12:34,"sparse_crowd,suspicious_activity"
04602311-49ce-4b35-ad74-7867694cdda5,Rohini,28.706887,77.094097,ttng63f,4,14,0,2026-05-25 14:48:28,"well_lit,police_nearby,crowded"
8d81377c-f96d-4b9b-a821-06f73fd5e0cc,Karol Bagh,28.652598,77.187047,ttngh2j,3,19,0,2026-03-30 19:14:35,"mixed_vibes,some_lighting,moderate_crowd"
a082c527-09c2-4555-8a43-f66f045cded9,Saket,28.525635,77.213221,ttnfm0b,5,9,0,2026-05-23 09:38:24,"heavy_crowd,very_safe,well_lit"
6c35c50f-00ed-475a-978d-878cfbb206da,Lajpat Nagar,28.58356,77.231322,ttnft7q,4,16,0,2026-04-28 16:58:28,"mixed_vibes,moderate_crowd,ok_transport"
da26f389-06a8-483b-84ff-918a6672a392,Karol Bagh,28.67323,77.171379,ttngh5f,3,12,0,2026-05-09 12:27:01,"ok_transport,moderate_crowd,mixed_vibes"
905afeac-94f7-4a80-bebd-8357ab1440d6,Saket,28.522982,77.212483,ttnfm02,4,13,0,2026-06-03 13:38:16,"heavy_crowd,well_lit"
5c0a99dc-3c54-4b17-8686-e4e50e975f7b,Rohini,28.708034,77.093782,ttng661,2,3,1,2026-05-08 03:11:24,no_people
7a632495-ac51-4e3b-8cfc-e815b66d129e,Saket,28.522419,77.20167,ttnfkb2,4,16,0,2026-04-06 16:05:05,"security_present,good_transport,well_lit"
95be845a-f74c-4958-a413-bb2c8d68039f,Karol Bagh,28.646006,77.199396,ttnfuwy,1,2,1,2026-05-27 02:00:41,"suspicious_activity,sparse_crowd,no_cctv"
b30c9a1d-418b-482c-9224-23c3a947eda3,Vasant Kunj,28.549284,77.149385,ttnf7t4,5,9,0,2026-06-01 09:31:41,"heavy_crowd,good_transport"
f6a26521-833c-4b18-876f-02f209edd65a,Connaught Place,28.640496,77.219773,ttnfvjv,2,2,1,2026-03-31 02:18:24,"suspicious_activity,sparse_crowd,dimly_lit"
bcdcce0d-3109-46d5-b406-1bf7511c4660,Karol Bagh,28.660029,77.197196,ttngh9m,1,1,1,2026-04-28 01:37:22,"isolated,poor_lighting,felt_followed"
eff6a7e3-65ce-4575-962d-4e5650a76404,Dwarka,28.580494,77.038157,ttnf94c,1,23,1,2026-05-26 23:04:58,"suspicious_activity,sparse_crowd,dimly_lit"
aac923aa-ba01-4e08-a855-0a855bd75104,Connaught Place,28.638973,77.222804,ttnfvjx,2,2,1,2026-04-28 02:47:45,"suspicious_activity,sparse_crowd,dimly_lit"
6f2931b5-f678-4c07-95da-9add91327c03,Lajpat Nagar,28.567491,77.244873,ttnft8x,4,9,0,2026-04-21 09:12:48,"crowded,busy_market"
6433b162-b349-421f-8db1-16baf277958e,Lajpat Nagar,28.580477,77.237784,ttnftdf,4,13,0,2026-05-19 13:45:00,ok_transport
bb3818ee-2b36-4e09-9834-27e29a2d1e16,Karol Bagh,28.657371,77.188878,ttngh2z,2,22,1,2026-03-29 22:31:21,"suspicious_activity,sparse_crowd,dimly_lit"
ff094a60-a806-47e0-a1f9-4aba1df917af,Dwarka,28.589052,77.061383,ttnf9s6,4,12,0,2026-04-10 12:03:55,"well_lit,cctv_present,crowded"
a0e00747-6171-44e8-96a4-363822109671,Connaught Place,28.639754,77.224835,ttnfvm9,2,3,1,2026-05-04 03:23:02,"poor_lighting,isolated,no_people"
6d5ab5c8-efb7-48ac-8daa-0a981790292b,Saket,28.537555,77.20681,ttnfkgh,3,1,1,2026-03-27 01:31:50,"ok_transport,mixed_vibes"
98bf3ae0-cd8d-4940-9b3a-b494bfa35016,Vasant Kunj,28.553183,77.153977,ttnf7tv,5,18,0,2026-04-26 18:43:38,"crowded,well_lit,police_nearby"
29d3fece-f201-4c6d-b421-41a129c74fd5,Dwarka,28.596638,77.044178,ttnf9jv,4,18,0,2026-04-27 18:42:22,"police_nearby,busy_market"
bb0339e4-440b-4c8d-bdfe-1c8dc2f5a8b8,Rohini,28.705458,77.110832,ttng69w,4,12,0,2026-04-13 12:25:25,"moderate_crowd,mixed_vibes"
5279aa08-1094-41cb-b866-183e849902a3,Dwarka,28.580645,77.075293,ttnf9fu,4,15,0,2026-05-14 15:32:46,"well_lit,crowded"
0b58dcf3-99f4-454d-aa96-91d36bdccc2f,Rohini,28.690016,77.085501,ttng4ng,3,5,0,2026-03-11 05:37:58,"no_cctv,suspicious_activity"
