device_uuid,lat,lng,grid_cell_id,safety_rating,time_context,created_at,tags
183437ad-ad60-483d-bbdb-077691a68a49,28.452292,77.0231,ttncbew,5,9,2026-04-12 09:54:26,"cctv_present,police_nearby,well_lit"
3074ca74-58e3-4e6d-87c2-ccc326b6be34,28.45228,77.048827,ttncc79,3,3,2026-03-19 03:14:37,sparse_crowd
fc5ab84f-5fbb-4c08-a9fa-249546316975,28.459338,77.013907,ttncbkz,5,18,2026-03-24 18:40:21,security_present
f489d0a8-6733-4a77-ae01-f77442e81566,28.545371,77.37635,ttp42sx,4,8,2026-05-13 08:45:38,"crowded,cctv_present,busy_market"
afa99b76-dfbb-4a78-9670-d0d9c9117f70,28.462006,77.003084,ttncbjr,4,18,2026-04-27 18:59:12,cctv_present
559fd5ea-b68c-48ee-a538-6d8edc8dd588,28.519562,77.393362,ttp41pu,4,12,2026-05-16 12:14:06,moderate_crowd
e62a99fb-3290-4703-a703-7f48bc413b95,28.625715,77.211742,ttnfugp,3,11,2026-05-07 11:33:26,busy_market
f4e58d6d-091d-4957-8f3f-8654a816bd11,28.458112,77.022987,ttncbsw,4,19,2026-03-18 19:20:07,"well_lit,very_safe"
805ceeed-db16-453a-8d96-eeec2d6816b4,28.441758,77.017962,ttncb9d,5,8,2026-05-05 08:00:00,"well_lit,busy_market,crowded"
7ec142dc-1922-4310-876c-6cb24bd69954,28.529972,77.403685,ttp433e,4,16,2026-03-20 16:04:12,security_present
7e7cd727-dbdc-4c8a-91e9-b85c7a9827af,28.619398,77.180791,ttnfu61,4,17,2026-05-14 17:42:03,moderate_crowd
6a12f414-6d9d-4080-8e87-31bea9d690b9,28.619085,77.202839,ttnfucc,3,9,2026-03-30 09:34:53,police_nearby
10c311fa-018e-47db-a027-844bdf504e8b,28.603069,77.218787,ttnftpj,2,2,2026-05-03 02:42:03,"ok_transport,mixed_vibes"
0764530e-44b4-4677-b09a-bc7c4901dad7,28.471872,77.037775,ttnccp1,4,17,2026-03-27 17:13:19,"crowded,well_lit"
1af2e454-aca8-44c8-a419-1a0eb766670c,28.449429,77.022889,ttncben,4,17,2026-05-31 17:36:52,"good_transport,well_lit,very_safe"
0764530e-44b4-4677-b09a-bc7c4901dad7,28.539475,77.402707,ttp4376,4,14,2026-03-21 14:22:58,"well_lit,crowded"
eec95ec7-5ce8-4f78-8d61-2f8310869333,28.52975,77.388772,ttp4318,4,11,2026-04-11 11:25:07,"crowded,cctv_present"
6dca3ae5-1ab0-4d74-99bf-4690dbaa1aee,28.596199,77.189861,ttnfsmz,4,10,2026-05-25 10:35:09,ok_transport
749c9fc7-1ef5-4dd6-8b25-f1c0929739f9,28.46925,77.042875,ttnccns,4,13,2026-03-08 13:42:52,cctv_present
70bd924d-b009-463f-be40-15ae3bd95e37,28.612748,77.225057,ttnfv2c,3,5,2026-05-15 05:37:42,"moderate_crowd,mixed_vibes,some_lighting"
53b80113-58e2-48bd-b88a-9e9913ca2bef,28.46384,77.018859,ttncbte,4,17,2026-03-13 17:11:38,"some_lighting,ok_transport,mixed_vibes"
1da4bff2-4dbc-4d81-ab5e-8399f4bfd6bb,28.619682,77.233609,ttnfv6p,4,8,2026-05-06 08:39:41,"very_safe,good_transport"
3b9754e2-2f79-4773-9674-a275fc69ab71,28.53507,77.409776,ttp43d8,4,7,2026-05-12 07:39:13,police_nearby
3b9754e2-2f79-4773-9674-a275fc69ab71,28.428063,77.036463,ttnc9p0,5,17,2026-04-16 17:43:26,"very_safe,heavy_crowd,security_present"
b3467b5c-18e0-40cc-8469-c57a92f20ab7,28.615293,77.204216,ttnfuc6,4,18,2026-05-25 18:00:02,"some_lighting,mixed_vibes"
788b52a8-5e41-4b9b-ac21-9b100ab2717a,28.460601,77.002749,ttncbjp,5,9,2026-05-05 09:20:13,well_lit
1ae54bc3-4b49-40f6-b9b4-0eb7756797f9,28.456864,77.030885,ttncbuk,4,6,2026-05-21 06:50:59,"crowded,cctv_present"
d2aea0ba-121d-43c6-9fa6-43d4da429a4d,28.477235,77.020381,ttnf08h,5,11,2026-05-27 11:47:47,security_present
5adee764-cd2b-4061-a9e9-183d4975a87d,28.525798,77.384979,ttp42by,4,15,2026-03-26 15:20:12,"cctv_present,busy_market"
4902dad5-afdb-4fec-8faa-2293fd938e3b,28.628546,77.21426,ttnfv59,4,14,2026-03-28 14:53:50,well_lit
4b3787bc-0da2-4053-9de0-a092607d78be,28.453143,77.032759,ttncbgt,3,3,2026-05-21 03:34:35,"no_cctv,dimly_lit,suspicious_activity"
0e166889-0d49-4747-b991-3f7ea961fae4,28.536665,77.402624,ttp436f,3,4,2026-04-21 04:36:32,ok_transport
731fed56-da38-4af5-8782-3c94c55d4799,28.527075,77.387068,ttp42cp,5,15,2026-03-25 15:13:10,"security_present,very_safe"
9d289cf9-0938-4938-b278-20dfecb6ef38,28.454795,77.009038,ttncbkh,5,12,2026-05-07 12:03:03,"heavy_crowd,security_present,well_lit"
0daf4179-0df5-4b86-9882-63b888806c18,28.463053,77.029733,ttncbve,4,7,2026-04-17 07:45:07,"well_lit,heavy_crowd,good_transport"
a75477b2-fe27-4a5a-981f-a6734345d9b0,28.459561,77.023785,ttncbsz,4,20,2026-05-09 20:54:47,"police_nearby,busy_market"
2cc3a90e-d89d-463e-8fb4-c43576b0f3e9,28.591254,77.20227,ttnfsub,4,15,2026-04-24 15:12:02,"well_lit,cctv_present,police_nearby"
720714bf-55fe-475b-a660-ef8019eaac9e,28.455387,77.016973,ttncbs4,4,1,2026-05-07 01:16:34,crowded
cdc5220d-aa3f-4984-8c08-fe79a1207672,28.611319,77.215465,ttnfv0d,3,4,2026-05-15 04:25:22,"no_cctv,suspicious_activity"
4b4362c9-d073-4b59-935a-f06cb0ae6107,28.644079,77.211793,ttnfuyr,3,13,2026-04-04 13:09:27,no_cctv
e20cf806-7a15-4700-9db1-17960df3e486,28.618021,77.207809,ttnfucv,2,0,2026-03-12 00:04:34,no_cctv
004320ef-047b-44d8-84d4-30cd408f9ee1,28.436475,77.026282,ttncbb8,4,3,2026-04-07 03:18:54,"good_transport,security_present,heavy_crowd"
eec95ec7-5ce8-4f78-8d61-2f8310869333,28.460223,77.056159,ttnccmn,4,6,2026-03-31 06:59:13,"cctv_present,police_nearby,busy_market"
e261c29c-f17e-4ecc-ac84-4023dd34e25d,28.610822,77.213825,ttnfv03,3,5,2026-05-30 05:55:08,"moderate_crowd,ok_transport,mixed_vibes"
ccb5e2bd-d440-48bb-b313-389bb886a1c2,28.535083,77.376976,ttp42f8,4,11,2026-05-23 11:13:24,"police_nearby,busy_market,well_lit"
5b683225-1990-4a86-93fc-b823327db210,28.473214,77.035623,ttncbzr,4,4,2026-05-02 04:00:46,"ok_transport,some_lighting,moderate_crowd"
4b4362c9-d073-4b59-935a-f06cb0ae6107,28.544992,77.380087,ttp42u6,5,9,2026-03-30 09:46:36,"good_transport,well_lit,security_present"
6dca3ae5-1ab0-4d74-99bf-4690dbaa1aee,28.636345,77.18657,ttnfumj,4,12,2026-04-23 12:17:46,"well_lit,security_present,very_safe"
7ec142dc-1922-4310-876c-6cb24bd69954,28.542542,77.417285,ttp43sj,4,14,2026-03-16 14:18:59,"ok_transport,moderate_crowd,some_lighting"
0201d91a-f337-4255-ae30-e4a989b634df,28.598051,77.199939,ttnfswp,2,2,2026-05-03 02:25:06,"ok_transport,some_lighting"
a8299df5-b8b0-4207-885e-d9db7868e9eb,28.615494,77.200944,ttnfuc2,4,11,2026-06-04 11:24:54,well_lit
9de57ae4-f805-4724-b5bd-a3ecb5a11d15,28.440892,77.027423,ttncbc9,4,14,2026-06-02 14:19:31,"some_lighting,moderate_crowd,mixed_vibes"
d5956b92-4e69-4750-b0e2-9f4b6f91bbc8,28.446752,77.032283,ttncbft,5,11,2026-04-16 11:06:31,good_transport
3ed4159f-93d3-45b5-979b-5fbcb4b95785,28.448467,77.045199,ttncc4y,4,13,2026-04-02 13:37:52,busy_market
91b91a3d-a515-4650-901e-d830f571b24c,28.450101,77.022735,ttncben,4,9,2026-04-15 09:33:43,busy_market
602f727b-c2e7-4819-b55b-b2bf508f5290,28.469262,77.01183,ttncbqw,4,8,2026-05-15 08:43:41,"moderate_crowd,some_lighting,mixed_vibes"
1af2e454-aca8-44c8-a419-1a0eb766670c,28.53823,77.406686,ttp437j,4,16,2026-04-21 16:24:27,security_present
7224667d-77bf-431c-b18d-7f6aca2b9b79,28.51621,77.393216,ttp41ph,3,23,2026-03-17 23:28:51,"mixed_vibes,ok_transport,some_lighting"
35666997-d338-47f2-98ed-ff6ab68a1da4,28.538619,77.400382,ttp4373,4,10,2026-04-01 10:15:58,"ok_transport,moderate_crowd"
bb73e477-fda4-4716-ad3c-e35a999e86bd,28.520657,77.375155,ttp428n,3,6,2026-04-12 06:57:59,ok_transport
3074ca74-58e3-4e6d-87c2-ccc326b6be34,28.541763,77.394564,ttp435v,3,23,2026-05-13 23:14:30,"moderate_crowd,mixed_vibes,ok_transport"
8fddaad4-c02b-44d1-bb76-4eab7fb709e8,28.617908,77.214543,ttnfv19,3,15,2026-04-30 15:23:53,"police_nearby,busy_market,well_lit"
5015bd49-d13c-49da-9904-13c231bc9bd7,28.52734,77.393787,ttp431h,4,19,2026-04-30 19:46:35,"busy_market,cctv_present"
bb7184f7-d57c-43bb-a268-13eb9762843b,28.463017,77.018028,ttncbtd,4,16,2026-04-17 16:26:37,"crowded,well_lit"
b7215f56-a7f6-44fd-8916-659cf04ca809,28.643752,77.216581,ttnfvn7,4,11,2026-05-26 11:02:40,crowded
0e13f6ac-4e50-4190-a083-5f348581fe94,28.521204,77.398879,ttp4320,3,0,2026-04-02 00:10:45,some_lighting
76ddcf13-7208-4f02-95d8-c8f6420d7180,28.598305,77.221593,ttnftnp,2,1,2026-05-21 01:41:21,sparse_crowd
8360e33d-fe9e-4a37-82e6-c9edd9d90dc5,28.549403,77.381152,ttp42v7,4,6,2026-03-13 06:02:57,mixed_vibes
69351eb4-9aa6-4213-a0f4-12cff6f073a8,28.547061,77.395953,ttp43hy,4,13,2026-05-06 13:21:29,very_safe
d138e0b5-1517-46a5-b60a-b7df58bff4b4,28.545365,77.413762,ttp43sd,3,6,2026-04-15 06:55:02,some_lighting
fe555a01-85e2-4887-9684-08bd82ba7485,28.532555,77.381955,ttp42f5,4,18,2026-04-29 18:20:49,"security_present,heavy_crowd"
277acec7-6d50-43aa-84d3-283b078e5b1e,28.524826,77.38121,ttp42bg,4,15,2026-04-28 15:00:37,some_lighting
30ffe42f-fd7b-4c30-87fd-33c6aaa068fe,28.458575,77.030694,ttncbus,3,2,2026-05-23 02:02:22,"no_cctv,suspicious_activity"
b4d35f3b-9760-42ab-ab6d-006e058839d0,28.53882,77.400926,ttp4373,3,6,2026-06-03 06:46:51,crowded
58d4f83e-5602-402d-be7e-24015fa6f965,28.614108,77.232257,ttnfv3n,3,0,2026-03-27 00:11:16,"moderate_crowd,mixed_vibes"
04be03d7-e507-4ccc-a370-6c43b9b5b86e,28.456324,77.059242,ttnccs2,4,11,2026-03-16 11:06:51,"busy_market,cctv_present"
f9cea902-9ee3-493c-a602-53454ff4b82c,28.623911,77.195285,ttnfudg,4,5,2026-04-05 05:44:18,"very_safe,good_transport"
0447162a-f21d-4ed4-9b36-5ebfecc4043a,28.522649,77.39679,ttp430q,3,5,2026-05-08 05:04:05,"suspicious_activity,no_cctv,sparse_crowd"
8360e33d-fe9e-4a37-82e6-c9edd9d90dc5,28.456818,77.035168,ttncbur,5,21,2026-04-24 21:00:04,"security_present,good_transport,very_safe"
2cc3a90e-d89d-463e-8fb4-c43576b0f3e9,28.541179,77.390126,ttp435c,4,5,2026-05-07 05:20:12,"police_nearby,cctv_present"
7e7cd727-dbdc-4c8a-91e9-b85c7a9827af,28.449338,77.008422,ttncb75,3,23,2026-03-24 23:58:49,"mixed_vibes,moderate_crowd"
953f159c-84fd-46a3-9c28-0ea2d5e2e3f2,28.454142,77.036877,ttncc5b,4,9,2026-03-20 09:04:33,"very_safe,well_lit"
04be03d7-e507-4ccc-a370-6c43b9b5b86e,28.538069,77.376051,ttp42ep,3,3,2026-03-30 03:21:56,"some_lighting,ok_transport"
00ee18f9-cb69-400d-a856-4a759223df59,28.461578,77.031224,ttncbvk,4,14,2026-04-23 14:18:19,"crowded,cctv_present,police_nearby"
1ea4b786-065a-4566-82f9-28abf3c1fb8a,28.524894,77.392845,ttp430g,4,19,2026-05-28 19:57:03,well_lit
3b9754e2-2f79-4773-9674-a275fc69ab71,28.460199,77.012884,ttncbmp,3,22,2026-05-10 22:51:43,"crowded,police_nearby"
2f81d710-30fb-437e-829f-7dba83a8fa6f,28.619625,77.217973,ttnfv4h,3,1,2026-05-20 01:33:52,mixed_vibes
0764530e-44b4-4677-b09a-bc7c4901dad7,28.472497,77.039246,ttnccp6,4,21,2026-04-29 21:00:26,"mixed_vibes,ok_transport"
70bd924d-b009-463f-be40-15ae3bd95e37,28.442968,77.015346,ttncb9b,3,3,2026-04-23 03:39:35,"ok_transport,some_lighting"
48f5432a-2178-4078-8a88-bcc406c1dfec,28.54168,77.397165,ttp435y,4,5,2026-05-20 05:47:37,"well_lit,cctv_present"
2afcec4e-4e68-4a9b-9dd2-03cdd96ce3a8,28.541681,77.437233,ttp465u,3,0,2026-03-16 00:16:25,"moderate_crowd,ok_transport"
84c4c342-6ee6-45bd-b118-deb6c2d96384,28.466351,77.040227,ttnccn4,5,8,2026-05-07 08:10:27,"police_nearby,well_lit,cctv_present"
dfd94437-20d4-4a16-be86-9de7a8d66a4f,28.546948,77.398817,ttp43kb,4,6,2026-04-08 06:57:19,"busy_market,police_nearby"
9f45e562-2328-40f2-93a3-7b495155c494,28.608856,77.221144,ttnfv0n,4,15,2026-05-07 15:34:52,"police_nearby,well_lit,cctv_present"
9ab50aab-f862-4747-bc03-51cef2b4d06b,28.601535,77.205211,ttnfsyg,3,14,2026-04-05 14:58:47,"sparse_crowd,suspicious_activity"
7f3b0335-bb9f-4da9-ab1e-94fc61543b2d,28.453676,77.027582,ttncbgc,4,6,2026-04-27 06:56:14,"moderate_crowd,some_lighting"
a41b466e-5d0c-4bf2-ba35-d2c166dfe325,28.563276,77.368593,ttp42xf,3,2,2026-05-24 02:51:07,some_lighting
27999dda-6a21-4ef5-b777-3cfb124c31d2,28.543735,77.371647,ttp42sh,4,18,2026-05-02 18:59:14,police_nearby
d7c76540-c55c-4824-a684-858c86a3d6f2,28.606349,77.226423,ttnftrd,3,5,2026-05-14 05:46:38,"some_lighting,moderate_crowd,ok_transport"
b4aad6d8-d385-4bae-ad43-e786072e3e19,28.536271,77.378067,ttp42fb,4,8,2026-04-14 08:07:41,"cctv_present,crowded"
4d82db25-b3c5-4ffb-a11d-1ec7bbbe4608,28.450916,77.034755,ttncbgq,4,14,2026-05-27 14:54:42,"cctv_present,well_lit,busy_market"
d5956b92-4e69-4750-b0e2-9f4b6f91bbc8,28.602214,77.212463,ttnftnb,3,6,2026-04-16 06:52:34,"no_cctv,dimly_lit,sparse_crowd"
207d7882-aa0e-444c-a0de-0058e20ef218,28.460047,77.018781,ttncbsg,4,12,2026-05-17 12:13:59,"well_lit,busy_market,crowded"
0554cf4b-797f-438f-8a33-d95c879ba5c7,28.561227,77.398607,ttp43pr,3,1,2026-04-15 01:24:12,"ok_transport,moderate_crowd"
419bc0f7-2589-4f4a-a3c5-9e5912b9ebd9,28.581498,77.211983,ttnft50,4,16,2026-04-18 16:09:43,cctv_present
1ea77f0d-c2e4-4bad-b249-d25a23c17cd7,28.451559,77.036829,ttncc52,4,20,2026-04-23 20:29:29,police_nearby
00ee18f9-cb69-400d-a856-4a759223df59,28.60122,77.207164,ttnfsys,4,8,2026-03-30 08:18:56,"heavy_crowd,very_safe,well_lit"
f3ed270b-cdb8-4998-9138-3caccb3f8db5,28.62198,77.222852,ttnfv4r,2,2,2026-05-26 02:19:52,"no_cctv,suspicious_activity,dimly_lit"
96886974-7994-43fe-9af5-07f45f02fc16,28.445096,77.022586,ttncbdq,5,18,2026-04-24 18:53:34,"well_lit,very_safe,heavy_crowd"
f3536f79-c751-452f-ba7b-737117c3510d,28.529801,77.38316,ttp42cs,3,2,2026-04-04 02:57:22,suspicious_activity
60522dd6-acd5-490c-b174-bb352f2ddf9f,28.642147,77.21548,ttnfvn4,2,2,2026-05-16 02:06:53,"no_cctv,suspicious_activity,sparse_crowd"
ef1b8280-b6ab-492d-8126-8943f2ff1f2f,28.520369,77.402014,ttp41rf,4,7,2026-05-28 07:23:46,cctv_present
aac22744-d4d6-4adf-888f-4232901b3a4a,28.560966,77.40339,ttp43r7,4,16,2026-03-12 16:05:01,"cctv_present,well_lit,crowded"
07374cb1-8572-40b4-950a-cd53d2f40ded,28.58959,77.201252,ttnfsu8,3,5,2026-05-26 05:25:04,"moderate_crowd,ok_transport,some_lighting"
5e08e885-ce71-479c-b90b-bf8269f21c95,28.474703,77.018108,ttncbxd,5,9,2026-03-27 09:24:36,"well_lit,good_transport,security_present"
7493559c-2f23-4bc9-8f13-538200840a77,28.621001,77.221394,ttnfv4q,2,4,2026-03-17 04:08:09,suspicious_activity
277acec7-6d50-43aa-84d3-283b078e5b1e,28.599069,77.208048,ttnfsym,3,17,2026-04-07 17:23:54,"mixed_vibes,moderate_crowd,ok_transport"
39792f80-2f64-472f-a60a-7cbf9aee25ff,28.56204,77.19261,ttnfkx9,4,11,2026-03-31 11:10:19,"heavy_crowd,very_safe"
baef0a5b-1629-4496-9784-4a9fe330972d,28.532469,77.376027,ttp42dp,3,3,2026-03-13 03:11:06,"moderate_crowd,ok_transport"
c0c07b17-db45-4b56-b9cb-0267264f3886,28.479089,77.009438,ttnf02k,4,20,2026-04-28 20:31:54,very_safe
a85cc254-80fd-4feb-9bfe-347784e57bd3,28.530219,77.392569,ttp431g,4,7,2026-05-31 07:24:33,"busy_market,cctv_present"
0f24186e-6d18-4525-b136-4ebc9131c587,28.552795,77.37377,ttp42tv,4,12,2026-04-28 12:03:08,"police_nearby,crowded"
5eca5b75-6d03-4c33-85b9-38e0ce4ff357,28.549458,77.391123,ttp43j6,4,9,2026-04-26 09:43:31,"heavy_crowd,good_transport"
275a40b8-d626-401e-8a4d-463f4fcf6145,28.598196,77.216394,ttnftn5,2,3,2026-03-15 03:38:06,"dark_street,felt_followed"
a736f684-86e2-4ea6-b6fd-3eff96502a11,28.617085,77.199397,ttnfu9w,3,19,2026-05-31 19:43:26,"suspicious_activity,no_cctv"
5967cc93-856f-4e14-82b4-a63a1c8d9ec3,28.460338,77.021976,ttncbtj,4,2,2026-03-20 02:12:14,"well_lit,crowded"
58e53582-2497-4fb2-98a2-58cd52209bb3,28.460862,77.034546,ttncbvn,3,0,2026-05-17 00:54:50,mixed_vibes
08c30297-04cc-443b-8094-232f585f3695,28.639276,77.189195,ttnfumx,4,14,2026-04-28 14:24:00,"mixed_vibes,moderate_crowd,ok_transport"
7aee4816-b725-4407-9053-3f5a82746ba3,28.485096,77.003175,ttnf038,4,9,2026-05-09 09:52:33,"police_nearby,well_lit,busy_market"
1287af58-02fc-40c6-8481-a3b529fecf52,28.457679,77.03366,ttncbuw,4,11,2026-06-03 11:03:49,"heavy_crowd,well_lit"
198b9c83-0865-418a-adae-726f0e537fdc,28.538872,77.383528,ttp42gk,3,0,2026-05-08 00:36:57,dimly_lit
252fb015-ecde-455c-80a6-f0c2e4c12f16,28.533003,77.385084,ttp42fq,4,13,2026-04-06 13:30:37,"security_present,good_transport,well_lit"
4d82db25-b3c5-4ffb-a11d-1ec7bbbe4608,28.452428,77.036795,ttncc58,3,23,2026-05-26 23:26:13,"cctv_present,well_lit,police_nearby"
f1eebad9-d3ef-4092-96b6-7e7c2871ee20,28.463784,77.018285,ttncbte,4,6,2026-06-01 06:57:14,"cctv_present,busy_market"
bececfa9-4585-42c3-b95f-411f9b4dde7b,28.628294,77.213917,ttnfv59,2,23,2026-03-30 23:43:56,"suspicious_activity,sparse_crowd,dimly_lit"
5350da4c-f177-4552-bf13-f625d4634a10,28.469254,77.034156,ttncbyw,3,23,2026-04-27 23:02:55,"ok_transport,mixed_vibes,some_lighting"
4b3787bc-0da2-4053-9de0-a092607d78be,28.449552,77.019878,ttncbeh,4,3,2026-05-11 03:55:48,"police_nearby,cctv_present,well_lit"
3416081e-6099-4d3c-a0af-76d7a4ab799f,28.468468,77.033924,ttncbyw,4,7,2026-05-15 07:43:09,"heavy_crowd,well_lit"
e4fa29a9-b92a-4c1b-a89d-383f78238028,28.459249,77.028008,ttncbuf,5,8,2026-05-30 08:18:12,"heavy_crowd,well_lit"
0916d8c3-b0b2-424e-94b0-a06476942310,28.634343,77.199535,ttnfusw,2,4,2026-05-14 04:23:29,isolated
923250a5-8603-43fa-9919-f8bb05e1344c,28.466065,77.024174,ttncbwp,5,19,2026-03-29 19:56:53,"heavy_crowd,well_lit,security_present"
39792f80-2f64-472f-a60a-7cbf9aee25ff,28.532888,77.404185,ttp436k,4,9,2026-04-10 09:29:27,"well_lit,cctv_present,crowded"
8b4df367-c15f-418f-8f7b-028ffa1b4a99,28.627107,77.222016,ttnfv5r,2,0,2026-05-04 00:48:35,"poor_lighting,isolated,no_people"
24a0259b-aef3-4d96-8692-c5f13e94d663,28.551166,77.391252,ttp43jd,3,22,2026-03-26 22:57:23,"ok_transport,mixed_vibes"
42fd2240-2899-44fc-9974-0df40de36ef1,28.467683,77.022877,ttncbwq,5,16,2026-04-26 16:09:10,"crowded,well_lit,police_nearby"
5e08e885-ce71-479c-b90b-bf8269f21c95,28.53939,77.389438,ttp4353,4,16,2026-04-27 16:07:54,"police_nearby,busy_market"
08f26f6a-a7d5-4720-959d-d9518fee9849,28.536664,77.398142,ttp434z,4,9,2026-04-13 09:50:58,"moderate_crowd,mixed_vibes"
ec936b36-00ce-4240-a234-5159326ece19,28.525681,77.416109,ttp438u,5,12,2026-05-14 12:58:19,"very_safe,well_lit"
23f6b407-d407-4b4b-b3d4-ee7c20764230,28.523428,77.37643,ttp428x,3,3,2026-03-11 03:03:30,"no_cctv,suspicious_activity"
6dfa4f32-aa6b-4629-9720-6a4abcbd9908,28.549397,77.4005,ttp43m3,5,17,2026-05-25 17:14:54,"police_nearby,cctv_present,well_lit"
5967cc93-856f-4e14-82b4-a63a1c8d9ec3,28.542989,77.39854,ttp43hp,4,14,2026-03-12 14:45:26,crowded
803c91a3-7c9a-4a5f-9214-e632878285d7,28.613704,77.194644,ttnfu8g,3,5,2026-03-22 05:19:03,"suspicious_activity,no_cctv,sparse_crowd"
c08249c5-338e-42c9-bc7c-5e85ef92a9ea,28.53641,77.382874,ttp42fu,5,14,2026-05-22 14:49:44,"security_present,very_safe,well_lit"
eec95ec7-5ce8-4f78-8d61-2f8310869333,28.471201,77.024835,ttncbxp,4,20,2026-05-15 20:13:03,good_transport
73409722-afaf-44e4-a170-8e5018efadef,28.525594,77.387143,ttp42bz,4,10,2026-03-25 10:39:19,"busy_market,police_nearby,crowded"
c7eb25f6-c584-4369-a5e5-93df93fa83b2,28.620507,77.19998,ttnfudp,4,20,2026-05-02 20:26:18,"crowded,cctv_present,well_lit"
08c30297-04cc-443b-8094-232f585f3695,28.525633,77.393924,ttp430u,4,19,2026-05-03 19:27:53,"moderate_crowd,ok_transport"
59e1b578-4d6f-4029-bd68-faa9d11160dc,28.53844,77.384917,ttp42gm,3,0,2026-04-21 00:26:27,"mixed_vibes,moderate_crowd"
69db8bb3-0631-445a-8f8b-93e49c793dc6,28.606363,77.212713,ttnftp8,3,0,2026-04-22 00:56:51,moderate_crowd
ec936b36-00ce-4240-a234-5159326ece19,28.442123,77.00971,ttncb3s,5,16,2026-03-22 16:39:43,heavy_crowd
7e942aee-cc44-4ea1-af1d-d25065edb3ac,28.450879,77.024039,ttncber,5,13,2026-04-04 13:46:02,"very_safe,good_transport,security_present"
182b4210-e5ce-4c6c-817a-b35274a82e85,28.618875,77.232606,ttnfv3z,4,18,2026-05-23 18:19:14,heavy_crowd
f3ae2431-a70f-4cd6-8fc5-5844f3b4c1e1,28.545792,77.389081,ttp43h9,3,22,2026-06-01 22:08:38,well_lit
0e166889-0d49-4747-b991-3f7ea961fae4,28.459272,77.01457,ttncbsb,4,12,2026-04-13 12:19:35,"crowded,cctv_present,busy_market"
90a9b72b-20e2-4ce4-b7ce-375ad22ecca4,28.535278,77.387536,ttp42fx,4,13,2026-05-15 13:39:51,"mixed_vibes,moderate_crowd,ok_transport"
4d2571e6-0194-4519-972e-a71a41d29dea,28.463373,77.016673,ttncbt9,4,7,2026-06-02 07:14:54,"moderate_crowd,some_lighting"
c41fe353-af9e-40e9-820d-1466e508c835,28.465732,77.044993,ttnccnn,5,16,2026-04-10 16:14:52,very_safe
83c25cca-73f8-46f1-aa25-8f430ea16d0c,28.534195,77.395821,ttp434m,3,0,2026-03-25 00:06:13,"police_nearby,crowded,well_lit"
70bd924d-b009-463f-be40-15ae3bd95e37,28.467782,77.021785,ttncbwm,4,7,2026-03-13 07:05:44,cctv_present
bececfa9-4585-42c3-b95f-411f9b4dde7b,28.538189,77.391151,ttp4354,4,9,2026-05-01 09:07:08,"some_lighting,ok_transport,mixed_vibes"
878c2193-fa19-492b-92c0-29421f246bb0,28.460672,77.017324,ttncbt4,4,7,2026-03-20 07:09:31,"police_nearby,busy_market"
5015bd49-d13c-49da-9904-13c231bc9bd7,28.459794,77.032576,ttncbuv,5,16,2026-05-06 16:57:49,"heavy_crowd,very_safe,good_transport"
